BID	SPECIES_KR	OBSERVE_LEVEL_TXT	OBSERVE_LEVEL	ARRIVAL_TYPE	ORDER_KR	FAMILY_KR	SPECIES_EN	ORDER_EN	FAMILY_EN	SPECIES_SN	ORDER_SN	FAMILY_SN	PROTECTION_LV	IUCN	CITES	NATURAL_MONUMENT	EXTINCTION_KR
144	줄무늬노랑발갈매기-줄무늬노랑발갈매기[아종]	드묾	4	겨울철새	도요목	갈매기과	heuglini's gull	OREDR CHARADRIIFORMES	Family Laridae	Larus heuglini heuglini	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	CITES-2	NA	2
479	뿔쇠오리	드묾	4	텃새	도요목	바다오리과	Crested Murrelet[Japanese Murrelet]	OREDR CHARADRIIFORMES	Family Alcidae	Synthliboramphus wumizusume	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-VU	NA	NA	TRUE	2
470	흰죽지갈매기	드묾	4	나그네새	도요목	제비갈매기과	White-winged Black Tern	OREDR CHARADRIIFORMES	Family Sternidae	Chlidonias leucopterus	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	NA	NA	NA	NA
471	구레나룻제비갈매기	드묾	4	나그네새	도요목	제비갈매기과	Whiskered Tern	OREDR CHARADRIIFORMES	Family Sternidae	Chlidonias hybrida	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	NA	NA	NA
374	흰눈썹물떼새(가칭)	아주드묾	5	미조	도요목	물떼새과	Eurasian Dotterel	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius morinellus	OREDR CHARADRIIFORMES	Family Charadriidae	nan	NA	NA	NA	NA
437	흰죽지꼬마물떼새	아주드묾	5	나그네새	도요목	물떼새과	Common Ringed Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius hiaticula	OREDR CHARADRIIFORMES	Family Charadriidae	nan	IUCN-NT	CITES-2	TRUE	2
455	붉은배지느러미발도요	아주드묾	5	미조	도요목	도요(새)과	Grey Phalarope[Red Phalarope]	OREDR CHARADRIIFORMES	Family Scolopacidae	Phalaropus fulicarius	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-LC	CITES-2	TRUE	1
352	넓적부리도요	아주드묾	5	나그네새	도요목	도요(새)과	Spoon-billed Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Eurynorhynchus pygmeus	OREDR CHARADRIIFORMES	Family Scolopacidae	멸종위기-멸종위기 1급IUCN-EN	IUCN-LC	CITES-2	TRUE	NA
442	큰꺅도요	아주드묾	5	나그네새	도요목	도요(새)과	Latham's Snipe[Japanese Snipe]	OREDR CHARADRIIFORMES	Family Scolopacidae	Gallinago hardwickii	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	NA	NA	NA	NA
441	꼬마도요	아주드묾	5	나그네새	도요목	도요(새)과	Jack Snipe	OREDR CHARADRIIFORMES	Family Scolopacidae	Lymnocryptes minimus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
473	넓적꼬리도둑갈매기(가칭)	아주드묾	5	나그네새	도요목	도둑갈매기과	Pomarine Jaeger[Pomarine Skua]	OREDR CHARADRIIFORMES	Family stercorariidae	Stercorarius pomarinus	OREDR CHARADRIIFORMES	Family stercorariidae	IUCN-LC	IUCN-LC	CITES-2	TRUE	NA
472	큰도둑갈매기(가칭)	아주드묾	5	나그네새	도요목	도둑갈매기과	South-polar Skua	OREDR CHARADRIIFORMES	Family stercorariidae	Stercorarius maccormicki	OREDR CHARADRIIFORMES	Family stercorariidae	nan	IUCN-LC	CITES-1	TRUE	1
457	작은흰갈매기	아주드묾	5	미조	도요목	갈매기과	Iceland Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus glaucoides	OREDR CHARADRIIFORMES	Family Laridae	nan	IUCN-LC	CITES-2	NA	2
461	옅은재갈매기(가칭)	아주드묾	5	미조	도요목	갈매기과	American Herring Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus smithsonianus	OREDR CHARADRIIFORMES	Family Laridae	nan	IUCN-LC	CITES-2	TRUE	2
478	알락쇠오리	아주드묾	5	겨울철새	도요목	바다오리과	Long-billed Murrelet[Marbled Murrelet]	OREDR CHARADRIIFORMES	Family Alcidae	Brachyramphus perdix	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-NT	IUCN-LC	CITES-2	NA	2
468	검은등제비갈매기	아주드묾	5	미조	도요목	제비갈매기과	Sooty Tern	OREDR CHARADRIIFORMES	Family Sternidae	Onychoprion fuscatus	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	CITES-2	NA	2
104	물꿩	매우드묾	6	미조	도요목	물꿩과	Pheasant-tailed Jacana	OREDR CHARADRIIFORMES	Family Jacanidae	Hydrophasianus chirurgus	OREDR CHARADRIIFORMES	Family Jacanidae	nan	IUCN-LC	CITES-1	TRUE	1
86	뒷부리장다리물떼새	매우드묾	6	나그네새	도요목	장다리물떼새과	Pied Avocet[Avocet]	OREDR CHARADRIIFORMES	Family Recurvirostridae	Recurvirostra avosetta	OREDR CHARADRIIFORMES	Family Recurvirostridae	IUCN-LC	IUCN-LC	CITES-2	NA	2
439	큰왕눈물떼새	매우드묾	6	나그네새	도요목	물떼새과	Greater Sand Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius leschenaultii	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	CITES-2	TRUE	NA
440	큰물떼새	매우드묾	6	나그네새	도요목	물떼새과	Oriental Plover	OREDR CHARADRIIFORMES	Family Charadriidae	Charadrius veredus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	CITES-2	NA	2
358	민댕기물떼새	매우드묾	6	나그네새	도요목	물떼새과	Grey-headed Lapwing	OREDR CHARADRIIFORMES	Family Charadriidae	Vanellus cinereus	OREDR CHARADRIIFORMES	Family Charadriidae	IUCN-LC	IUCN-LC	CITES-2	NA	2
447	청다리도요사촌	매우드묾	6	나그네새	도요목	도요(새)과	Spotted Greenshank	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa guttifer	OREDR CHARADRIIFORMES	Family Scolopacidae	멸종위기-멸종위기 1급IUCN-ENCITES-CITES 1급	NA	CITES-2	NA	NA
343	작은도요	매우드묾	6	미조	도요목	도요(새)과	Little Stint	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris minuta	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-LC	CITES-2	NA	2
444	큰부리도요	매우드묾	6	NA	도요목	도요(새)과	Asiatic Dowitcher	OREDR CHARADRIIFORMES	Family Scolopacidae	Limnodromus semipalmatus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-NT	IUCN-LC	NA	NA	NA
345	고대갈매기[적호갈매기]	매우드묾	6	겨울철새	도요목	갈매기과	Relict Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus relictus	OREDR CHARADRIIFORMES	Family Laridae	멸종위기-멸종위기 2급IUCN-VUCITES-CITES 1급	IUCN-LC	NA	NA	NA
279	검은머리물떼새	희귀	7	텃새	도요목	검은머리물떼새과	Eastern Oystercatcher[Oystercatcher]	OREDR CHARADRIIFORMES	Family Haematopodidae	Haematopus ostralegus	OREDR CHARADRIIFORMES	Family Haematopodidae	멸종위기-멸종위기2급천연기념물-제326호IUCN-LC	IUCN-LC	NA	NA	NA
72	장다리물떼새	희귀	7	나그네새	도요목	장다리물떼새과	Black-winged Stilt	OREDR CHARADRIIFORMES	Family Recurvirostridae	Himantopus himantopus	OREDR CHARADRIIFORMES	Family Recurvirostridae	nan	IUCN-LC	NA	NA	NA
363	메추라기도요	희귀	7	나그네새	도요목	도요(새)과	Sharp-tailed Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris acuminata	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
453	큰지느러미발도요	희귀	7	미조	도요목	도요(새)과	Wilson's Phalarope	OREDR CHARADRIIFORMES	Family Scolopacidae	Phalaropus tricolor	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-VU	CITES-1	TRUE	2
452	누른도요	희귀	7	미조	도요목	도요(새)과	Buff-breasted Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Tryngites subruficollis	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-LC	NA	NA	NA
446	큰노랑발도요	희귀	7	미조	도요목	도요(새)과	Greater Yellowlegs	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa melanoleuca	OREDR CHARADRIIFORMES	Family Scolopacidae	nan	IUCN-EN	CITES-1	TRUE	1
445	캐나다흑꼬리도요(가칭)	희귀	7	미조	도요목	도요(새)과	Hudsonian Godwit	OREDR CHARADRIIFORMES	Family Scolopacidae	Limosa haemastica	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	CITES-2	TRUE	NA
474	좀도둑갈매기(가칭)	희귀	7	미조	도요목	도둑갈매기과	Long-tailed Skua[Long-tailed Jaeger]	OREDR CHARADRIIFORMES	Family stercorariidae	Stercorarius longicaudus	OREDR CHARADRIIFORMES	Family stercorariidae	IUCN-LC	IUCN-LC	CITES-1	NA	NA
464	북극흰갈매기	희귀	7	미조	도요목	갈매기과	Ivory Gull	OREDR CHARADRIIFORMES	Family Laridae	Pagophila eburnea	OREDR CHARADRIIFORMES	Family Laridae	nan	IUCN-CR	CITES-1	NA	NA
462	긴목갈매기(가칭)	희귀	7	미조	도요목	갈매기과	Slender-billed Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus genei	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-VU	CITES-1	TRUE	2
466	목테갈매기	희귀	7	미조	도요목	갈매기과	Sabine's Gull	OREDR CHARADRIIFORMES	Family Laridae	Xema sabini	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
463	꼬마갈매기(가칭)	희귀	7	미조	도요목	갈매기과	Little Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus minutus	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
456	북미갈매기(가칭)	희귀	7	미조	도요목	갈매기과	Ring-billed Gull	OREDR CHARADRIIFORMES	Family Laridae	Larus delawarensis	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
481	작은바다오리	희귀	7	겨울철새	도요목	바다오리과	Least Auklet	OREDR CHARADRIIFORMES	Family Alcidae	Aethia pusilla	OREDR CHARADRIIFORMES	Family Alcidae	nan	IUCN-LC	NA	TRUE	2
469	붉은부리큰제비갈매기(가칭)	희귀	7	미조	도요목	제비갈매기과	Caspian Tern	OREDR CHARADRIIFORMES	Family Sternidae	Hydroprogne caspia[Sterna caspia]	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	NA	NA	NA
467	에위니아제비갈매기(가칭)	희귀	7	미조	도요목	제비갈매기과	Bridled Tern	OREDR CHARADRIIFORMES	Family Sternidae	Onychoprion anaethetus [Sterna anaethetus]	OREDR CHARADRIIFORMES	Family Sternidae	IUCN-LC	IUCN-LC	NA	NA	NA
480	흰수염작은바다오리	북한에서만관찰기록	40	겨울철새	도요목	바다오리과	Whiskered Auklet	OREDR CHARADRIIFORMES	Family Alcidae	Aethia pygmaea	OREDR CHARADRIIFORMES	Family Alcidae	nan	IUCN-VU	NA	NA	NA
166	세가락갈매기	국지적흔함	50	겨울철새	도요목	갈매기과	Black-legged Kittiwake	OREDR CHARADRIIFORMES	Family Laridae	Rissa tridactyla	OREDR CHARADRIIFORMES	Family Laridae	IUCN-LC	IUCN-LC	NA	NA	NA
318	꼬까도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Ruddy Turnstone[Turnstone]	OREDR CHARADRIIFORMES	Family Scolopacidae	Arenaria interpres	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-NT	NA	NA	NA
260	흑꼬리도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Black-tailed Godwit	OREDR CHARADRIIFORMES	Family Scolopacidae	Limosa limosa	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-NT	IUCN-VU	CITES-2	TRUE	2
136	세가락도요	국지적으로흔함	50	겨울철새	도요목	도요(새)과	Sanderling	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris alba	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
137	붉은어깨도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Great Knot	OREDR CHARADRIIFORMES	Family Scolopacidae	Calidris tenuirostris	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	TRUE	NA
101	목도리도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Ruff	OREDR CHARADRIIFORMES	Family Scolopacidae	Philomachus pugnax	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	TRUE	2
126	붉은발도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Common Redshank[Redshank]	OREDR CHARADRIIFORMES	Family Scolopacidae	Tringa totanus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	NA	NA	NA	NA
85	뒷부리도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Terek Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Xenus cinereus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
180	송곳부리도요	국지적으로흔함	50	나그네새	도요목	도요(새)과	Broad-billed Sandpiper	OREDR CHARADRIIFORMES	Family Scolopacidae	Limicola falcinellus	OREDR CHARADRIIFORMES	Family Scolopacidae	IUCN-LC	IUCN-LC	NA	NA	NA
270	검은머리갈매기	국지적으로흔함	50	여름철새	도요목	갈매기과	Saunders's Gull[Chinese black-headed Gull]	OREDR CHARADRIIFORMES	Family Laridae	Larus saundersi	OREDR CHARADRIIFORMES	Family Laridae	멸종위기-멸종위기2급IUCN-VU	NA	NA	NA	NA
476	큰부리바다오리(가칭)	국지적으로흔함	50	겨울철새	도요목	바다오리과	Thick-billed Murre[Brunnich's Guillemot]	OREDR CHARADRIIFORMES	Family Alcidae	Uria lomvia	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-LC	IUCN-LC	NA	NA	NA
482	흰수염바다오리	국지적으로흔함	50	겨울철새	도요목	바다오리과	Rhinoceros Auklet[Hornbilled Puffin]	OREDR CHARADRIIFORMES	Family Alcidae	Cerorhinca monocerata	OREDR CHARADRIIFORMES	Family Alcidae	nan	IUCN-LC	NA	NA	NA
477	흰눈썹바다오리	국지적으로흔함	50	겨울철새	도요목	바다오리과	Spectacled Guillemot[Sooty Guillemot]	OREDR CHARADRIIFORMES	Family Alcidae	Cepphus carbo	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-LC	IUCN-LC	NA	NA	NA
475	바다오리	국지적으로흔함.	50	겨울철새	도요목	바다오리과	Guillemot	OREDR CHARADRIIFORMES	Family Alcidae	Uria aalge	OREDR CHARADRIIFORMES	Family Alcidae	IUCN-LC	IUCN-LC	NA	NA	NA
294	뻐꾸기	흔함	2	여름철새	두견목	두견과	Eurasian Cuckoo[Common Cuckoo]	ORDER CUCULIFORMES	Family Cuculidae	Cuculus canorus	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	NA
377	벙어리뻐꾸기	흔하지않음	3	여름철새	두견목	두견과	Oriental Cuckoo	ORDER CUCULIFORMES	Family Cuculidae	Cuculus saturatus	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	NA
375	검은등뻐꾸기	흔하지않음	3	여름철새	두견목	두견과	Indian Cuckoo	ORDER CUCULIFORMES	Family Cuculidae	Cuculus micropterus	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	NA
376	두견이	드묾	4	여름철새	두견목	두견과	Lesser Cuckoo[Little Cuckoo]	ORDER CUCULIFORMES	Family Cuculidae	Cuculus poliocephalus	ORDER CUCULIFORMES	Family Cuculidae	천연기념물-제447호IUCN-LC	IUCN-LC	NA	NA	NA
490	매사촌	드묾	4	여름철새	두견목	두견과	Northern Hawk Cuckoo	ORDER CUCULIFORMES	Family Cuculidae	Cuculus hyperythrus	ORDER CUCULIFORMES	Family Cuculidae	nan	IUCN-LC	NA	NA	NA
489	밤색날개뻐꾸기	아주드묾	5	미조	두견목	두견과	Red-winged Crested Cuckoo[Chestnut-winged Cuckoo]	ORDER CUCULIFORMES	Family Cuculidae	Clamator coromandus	ORDER CUCULIFORMES	Family Cuculidae	nan	NA	NA	NA	NA
493	작은뻐꾸기사촌(가칭)	희귀	7	미조	두견목	두견과	Lesser Coucal	ORDER CUCULIFORMES	Family Cuculidae	Centropus bengalensis	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	NA
491	검은두견이(가칭)	희귀	7	미조	두견목	두견과	Asian Drongo Cuckoo	ORDER CUCULIFORMES	Family Cuculidae	Surniculus lugubris	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	2
603	큰매사촌(가칭)	희귀	7	미조	두견목	두견과	Large Hawk Cuckoo	ORDER CUCULIFORMES	Family Cuculidae	Hierococcyx sparverioides	ORDER CUCULIFORMES	Family Cuculidae	IUCN-LC	IUCN-LC	NA	NA	NA
492	검은뻐꾸기(가칭)	희귀	7	미조	두견목	두견과	Asian Koel	ORDER CUCULIFORMES	Family Cuculidae	Eudynamys scolopacea[Eudynamys scolopaceus]	ORDER CUCULIFORMES	Family Cuculidae	nan	IUCN-LC	NA	NA	2
105	물닭	아주흔함	1	여름철새	두루미목	뜸부기과	Common Coot[Coot]	ORDER GRUIFORMES	Family Rallidae	Fulica atra	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	IUCN-LC	NA	NA	NA
207	쇠물닭	아주흔함	1	여름철새	두루미목	뜸부기과	Common Moorhen[Moorhen]	ORDER GRUIFORMES	Family Rallidae	Gallinula chloropus	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	IUCN-LC	NA	NA	NA
211	재두루미	흔하지않음	3	겨울철새	두루미목	두루미과	White-naped Crane	ORDER GRUIFORMES	Family Gruidae	Grus vipio	ORDER GRUIFORMES	Family Gruidae	멸종위기-멸종위기2급천연기념물-제203호IUCN-VUCITES-CITES1급	IUCN-LC	NA	NA	NA
205	흑두루미	흔하지않음	3	겨울철새	두루미목	두루미과	Hooded Crane	ORDER GRUIFORMES	Family Gruidae	Grus monacha	ORDER GRUIFORMES	Family Gruidae	멸종위기-멸종위기2급천연기념물-제229호IUCN-VUCITES-CITES1급	IUCN-LC	NA	NA	NA
432	세가락메추라기	드묾	4	나그네새	두루미목	세가락메추라기과	Yellow-legged Buttonquail[Burmease Button Quail]	ORDER GRUIFORMES	Family Turnicidae	Turnix tanki	ORDER GRUIFORMES	Family Turnicidae	IUCN-LC	NA	NA	NA	NA
278	검은목두루미	드묾	4	겨울철새	두루미목	두루미과	Common Crane	ORDER GRUIFORMES	Family Gruidae	Grus grus	ORDER GRUIFORMES	Family Gruidae	천연기념물-제451호IUCN-LCCITES-CITES2급	IUCN-LC	NA	NA	NA
434	시베리아흰두루미	드묾	4	미조	두루미목	두루미과	Siberian Crane[Siberian White Crane]	ORDER GRUIFORMES	Family Gruidae	Grus leucogeranus	ORDER GRUIFORMES	Family Gruidae	IUCN-CRCITES-CITES 1급	IUCN-EN	CITES-1	NA	1
350	쇠뜸부기	드묾	4	나그네새	두루미목	뜸부기과	Baillon’s Crake	ORDER GRUIFORMES	Family Rallidae	Porzana pusilla	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	IUCN-LC	NA	NA	NA
269	흰눈썹뜸부기	드묾	4	겨울철새	두루미목	뜸부기과	Water Rail	ORDER GRUIFORMES	Family Rallidae	Rallus aquaticus	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	IUCN-LC	NA	NA	NA
92	뜸부기	드묾	4	여름철새	두루미목	뜸부기과	Watercock	ORDER GRUIFORMES	Family Rallidae	Gallicrex cinerea	ORDER GRUIFORMES	Family Rallidae	멸종위기-멸종위기2급천연기념물-제446호IUCN-LC	IUCN-LC	NA	NA	NA
285	흰배뜸부기	드묾	4	나그네새	두루미목	뜸부기과	White-breasted Waterhen	ORDER GRUIFORMES	Family Rallidae	Amaurornis phoenicurus	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	NA	NA	NA	NA
435	알락뜸부기	아주드묾	5	나그네새	두루미목	뜸부기과	Swinhoe's Crake[Swinhoe's Yelloe Rail]	ORDER GRUIFORMES	Family Rallidae	Coturnicops exquisitus	ORDER GRUIFORMES	Family Rallidae	IUCN-VU	IUCN-LC	NA	NA	NA
339	느시	아주드묾	5	겨울철새	두루미목	느시과	Great Bustard	ORDER GRUIFORMES	Family Otididae	Otis tarda	ORDER GRUIFORMES	Family Otididae	멸종위기-멸종위기 2급천연기념물-제206호IUCN-VUCITES-CITES 2급	IUCN-LC	NA	NA	NA
174	캐나다두루미	매우드묾	6	미조	두루미목	두루미과	Sandhill Crane	ORDER GRUIFORMES	Family Gruidae	Grus canadensis	ORDER GRUIFORMES	Family Gruidae	IUCN-LCCITES-CITES1급	IUCN-LC	NA	NA	NA
433	쇠재두루미	희귀	7	미조	두루미목	두루미과	Demoiselle Crane	ORDER GRUIFORMES	Family Gruidae	Anthropoides virgo	ORDER GRUIFORMES	Family Gruidae	IUCN-LC	IUCN-LC	NA	NA	NA
191	두루미	희귀	7	겨울철새	두루미목	두루미과	Red-crowned Crane[Manchurian Crane]	ORDER GRUIFORMES	Family Gruidae	Grus japonensis	ORDER GRUIFORMES	Family Gruidae	멸종위기-멸종위기1급천연기념물-제202호IUCN-ENCITES-CITES1급	IUCN-LC	NA	NA	NA
204	쇠뜸부기사촌	희귀	7	여름철새	두루미목	뜸부기과	Ruddy-breasted Crake[Ruddy Crake]	ORDER GRUIFORMES	Family Rallidae	Porzana fusca	ORDER GRUIFORMES	Family Rallidae	IUCN-LC	NA	NA	NA	NA
